	Gene	Chromosome	TxStart	TxEnd
2095	UBE2D3	4	104105583	104074372
594	CISD2	4	104147803	104167315
5970	SLC9B1	4	104298480	104179862
14365	SLC9B2	4	104355534	104304954
1516	BDH2	4	104378621	104358193
14332	CENPE	4	104477170	104384807
8203	TACR3	4	104998577	104868228
12192	CXXC4	4	105770071	105750948
12410	TET2	4	106424635	106521532
4465	PPA2	4	106752829	106648323
6720	ARHGEF38	4	106831380	106910440
6505	INTS12	4	106987433	106961388
5856	GSTCD	4	106987547	107124512
5299	NPNT	4	107174211	107250431
5290	TBCK	4	107594989	107324843
10707	AIMP1	4	107595278	107627176
15278	DKK2	4	108314561	108202581
10935	PAPSS1	4	108999023	108892426
11181	SGMS2	4	109172033	109189712
8183	CYP2U1	4	109210320	109232215
10849	HADH	4	109268473	109313927
6283	LEF1	4	109446527	109342388
2889	RPL34	4	109899415	109909170
9969	OSTC	4	109929344	109946584
3151	ETNPPL	4	110041813	110020807
13443	COL25A1	4	110581403	110102644
2313	SEC24B	4	110712474	110819215
13351	MCUB	4	110839020	110966474
10744	CASP6	4	110982233	110967388
10270	PLA2G12A	4	111008815	110992294
1453	CFI	4	111080745	111019455
12108	GAR1	4	111094269	111103495
9968	RRH	4	111106749	111123267
5169	LRIT3	4	111130089	111151074
7367	EGF	4	111191653	111291023
13896	ELOVL6	4	111477375	111328146
13153	ENPEP	4	111754928	111841027
12440	PITX2	4	111901858	111896185
1021	FAM241A	4	113424281	113467833
14822	AP1AR	4	113510584	113548807
6461	TIFA	4	113564663	113554386
1117	ALPK1	4	113576161	113720433
2893	NEUROG2	4	113794932	113792277
3768	ZGRF1	4	113915660	113868390
14270	ANK2	4	114328473	114662489
13045	CAMK2D	4	115040332	114733168
12896	UGT8	4	115901126	115955356
11782	NDST4	4	116392636	116106534
8134	TRAM1L1	4	118364335	118362312
6744	NDST3	4	119313102	119534619
5338	PRSS12	4	119631525	119560019
13036	METTL14	4	119964176	119989678
2310	SEC24D	4	120114857	120001581
6428	SYNPO2	4	120167598	120340005
10970	MYOZ2	4	120414623	120466538
4948	USP53	4	120491393	120573394
5697	C4orf3	4	120579390	120576395
8564	FABP2	4	120600921	120596008
7448	PDE5A	4	120906045	120773153
8534	MAD2L1	4	121345566	121338194
8593	PRDM5	4	122201618	121973534
14495	NDNF	4	122351174	122314386
7347	TNIP3	4	122443081	122410171
9778	ANXA5	4	122975781	122946752
8788	TMEM155	4	123043054	123037698
5417	EXOSC9	4	123080352	123095671
2216	CCNA2	4	123102485	123096129
4059	BBS7	4	123149247	123106487
14354	TRPC3	4	123212216	123158037
6872	ADAD1	4	123657772	123708544
5801	IL2	4	123735485	123730232
2539	IL21	4	123899811	123891388
6480	BBS12	4	124011461	124023702
13885	FGF2	4	124105467	124176995
8444	NUDT6	4	124201364	124171404
6874	SPATA5	4	124201833	124593407
10430	SPRY1	4	124678287	124682512
6929	ANKRD50	4	125950098	125946191
4897	FAT4	4	126672695	126770528
9549	INTU	4	128911724	128995535
7045	SLC25A31	4	129009178	129053051
4685	HSPA4L	4	129061057	129112127
2796	PLK4	4	129159705	129177532
8907	ABHD18	4	129244165	129310058
11486	MFSD8	4	129244709	129199181
9283	LARP1B	4	129340107	129489892
5941	PGRMC2	4	129566553	129548903
13619	JADE1	4	130088462	130151022
10226	SCLT1	4	130372367	130162991
932	C4orf33	4	130372512	130391447
9459	PCDH10	4	134428074	134470336
9466	PCDH18	4	138810922	138799700
16038	SLC7A11	4	139520828	139449092
2729	NOCT	4	140294547	140324696
15985	ELF2	4	140363252	140336475
4833	MGARP	4	140559097	140544921
5412	NDUFC1	4	140574562	140568696
14616	NAA15	4	140580280	140669540
1200	RAB33B	4	140732565	140754672
13590	SETD7	4	140835163	140789445
4138	MGST2	4	140944526	140983009
7693	MAML3	4	141432838	140996585
11815	SCOC	4	141536044	141661309
4530	CLGN	4	141706387	141667213
13452	ELMOD2	4	141802956	141829448
8984	UCP1	4	141847612	141838654
10871	TBC1D9	4	141958522	141899543
1179	RNF150	4	142412221	142144329
8472	ZNF330	4	142499701	142513453
9743	IL15	4	142915358	143012216
1832	INPP4B	4	143710137	143307498
7345	USP38	4	144463702	144500244
5737	GAB1	4	144615654	144748883
11178	SMARCA5	4	144792220	144832171
7151	GYPE	4	145184321	145149624
7149	GYPB	4	145298101	145274883
3126	HHIP	4	145924777	146017486
10776	ANAPC10	4	146376946	146273924
299	ABCE1	4	146377090	146407936
14167	OTUD4	4	146453501	146437894
140	SMAD1	4	146760555	146837928
3382	MMAA	4	146917831	146934342
8945	ZNF827	4	147217187	147039494
11493	LSM6	4	147454497	147468667
14727	SLC10A7	4	147800641	147720418
3042	POU4F2	4	147917692	147921228
1427	TTC29	4	148224589	147985790
12439	EDNRA	4	148759734	148823710
13056	TMEM184C	4	148896200	148914275
12528	PRMT9	4	148962885	148917137
9169	ARHGAP10	4	149011057	149351531
9887	NR3C2	4	149721128	149359638
13848	DCLK2	4	151357030	151536188
11200	MAB21L2	4	151860907	151863448
8065	LRBA	4	152294024	151543417
2455	RPS3A	4	152378367	152383407
4183	SH3D19	4	152505177	152399043
14090	GATB	4	153039751	152949605
4491	FBXW7	4	153631583	153600015
13378	TMEM154	4	153958796	153904875
8108	TIGD4	4	154058482	154048112
9316	ARFIP1	4	154058727	154189053
13584	FHDC1	4	154221739	154258443
4450	TRIM2	4	154483222	154618073
4288	MND1	4	154623405	154693848
8363	TMEM131L	4	154745156	154915465
5911	TLR2	4	154966670	154984135
9254	RNF175	4	155038992	154988917
10480	SFRP2	4	155067833	155059346
14912	DCHS2	4	155670054	155513292
156	PLRG1	4	155829153	155815375
7386	FGB	4	155841767	155849841
4717	FGA	4	155869470	155864033
7383	FGG	4	155891392	155883366
11415	LRAT	4	156022767	156031875
8628	RBM46	4	156060104	156107569
1438	NPY2R	4	156487385	156495832
5378	MAP9	4	156655727	156631456
6949	GUCY1A1	4	156946422	157009173
8531	GUCY1B1	4	157037819	157085661
11056	ASIC5	4	157145030	157108485
6187	TDO2	4	157182451	157199155
5654	CTSO	4	157232653	157202876
10660	PDGFC	4	158250151	158040368
6970	GLRB	4	158354942	158450454
3254	GRIA2	4	158499520	158642707
1809	FAM198B	4	159451148	159403367
10048	TMEM144	4	159489280	159534041
13781	RXFP1	4	159800733	159930812
15594	ETFDH	4	159951087	159987423
6800	PPID	4	160002157	159987884
5167	RAPGEF2	4	160546850	160638904
6880	FSTL5	4	163442723	162662655
15272	NAF1	4	164445678	164407429
8631	NPY1R	4	164611353	164602721
16041	NPY5R	4	164622695	164630689
9121	TKTL2	4	164752595	164749853
8879	TMA16	4	164773446	164799295
9356	MARCH1	4	164892381	164806653
10778	FAM218A	4	166235704	166237878
3514	TRIM61	4	166256423	166233204
3513	TRIM60	4	166310755	166320501
12130	TMEM192	4	166391574	166357176
10276	KLHL2	4	166486395	166601903
6741	MSMO1	4	166606422	166621829
3087	CPE	4	166657698	166777081
14914	TLL1	4	167152014	167382598
14937	SPOCK3	4	168530430	168049966
9448	ANXA10	4	169388436	169483623
2633	DDX60	4	169614628	169512176
2896	DDX60L	4	169776368	169685982
9746	PALLD	4	169792946	170224296
9767	CBR4	4	170306152	170283472
10505	SH3RF1	4	170566895	170390139
2358	NEK1	4	170908344	170689275
520	CLCN3	4	170916451	171016886
12640	HPF1	4	171053778	171025349
1841	MFAP3L	4	171299648	171287254
8807	AADAT	4	171385913	171356103
11362	GALNT7	4	174464684	174619847
2502	HMGB2	4	174630322	174627517
1370	SAP30	4	174666823	174673412
2679	SCRG1	4	174695347	174684029
4182	HAND2	4	174825309	174820849
13176	CEP44	4	175579785	175628174
6758	FBXO8	4	175580132	175532538
4969	HPGD	4	175818341	175786110
4309	GLRA3	4	176125108	175938939
9733	ADAM29	4	176226863	176273986
10983	GPM6A	4	177109331	176929237
3760	WDR17	4	177362280	177479114
12014	SPATA4	4	177491971	177480873
12265	ASB5	4	177565424	177509976
14216	SPCS3	4	177616263	177625501
14137	VEGFC	4	178089044	177979839
7472	NEIL3	4	178606176	178659149
4074	AGA	4	178738740	178727072
1536	DCTD	4	184213779	184186393
9578	CDKN2AIP	4	184740937	184744198
5215	ING2	4	184801368	184807399
15435	TRAPPC11	4	184955594	185009893
6034	STOX2	4	185201657	185314024
15834	ENPP6	4	185514168	185385008
3443	IRF2	4	185770852	185684063
10749	CASP3	4	185945750	185923999
155	PRIMPOL	4	185946074	185991252
14346	CENPU	4	186030435	185990384
12800	ACSL1	4	186122364	186051898
12068	SLC25A4	4	186439546	186443573
3465	SNX25	4	186506432	186660267
8544	LRP2BP	4	186675301	186660181
5247	ANKRD37	4	186692988	186696539
439	UFSP2	4	186722217	186696591
189	CCDC110	4	186768031	186741496
11068	PDLIM3	4	186831794	186798059
5695	SORBS2	4	187108524	186883307
2882	TLR3	4	187365457	187381399
6888	FAM149A	4	187441199	187468450
7858	CYP4V2	4	187487822	187509760
3561	KLKB1	4	187523820	187554773
13392	F11	4	187562426	187585083
2920	MTNR1A	4	187851686	187829957
3788	ZFP42	4	189292073	189301348
998	TRIML2	4	189401557	189387575
5899	TRIML1	4	189435746	189443798
217	FRG1	4	191237122	191259507
218	FRG2	4	191323561	191320670
15252	PLEKHG4B	5	222167	235704
7428	CCDC127	5	271297	257874
9092	SDHA	5	271446	309792
3972	PDCD6	5	324738	368089
2563	AHRR	5	357290	488225
14261	EXOC3	5	496374	520407
6701	SLC9A3	5	577447	526424
6168	CEP72	5	665465	706664
12741	TPPP	5	746421	713890
2033	ZDHHC11	5	904101	848721
528	BRD9	5	944403	916855
9325	TRIP13	5	946003	971158
13932	NKD2	5	1062167	1091925
7378	SLC12A7	5	1165152	1103499
15926	SLC6A19	5	1254765	1275019
15933	SLC6A18	5	1278469	1299303
10725	TERT	5	1348159	1306286
14570	SLC6A3	5	1498543	1445908
728	LPCAT1	5	1577076	1514543
8355	MRPL36	5	1852946	1851498
1800	NDUFS6	5	1854508	1882609
12043	IRX4	5	1935880	1930548
12047	IRX2	5	2804769	2799879
2068	C5orf38	5	2805261	2808512
12045	IRX1	5	3649167	3654517
11838	ADAMTS16	5	5193580	5356920
7569	MED10	5	6431639	6425039
465	NSUN2	5	6685081	6652352
935	SRD5A1	5	6686562	6722673
2631	PAPD7	5	6767717	6810161
2574	ADCY2	5	7449344	7883194
11401	FASTKD3	5	7922115	7912272
8393	MTRR	5	7922216	7954233
6474	SEMA5A	5	9599158	9091858
14967	TAS2R1	5	9683144	9682244
11273	FAM173B	5	10302989	10279444
7206	CCT5	5	10303281	10319500
7279	CMBL	5	10360959	10332388
15310	ROPN1L	5	10495014	10518137
7915	DAP	5	10814339	10732405
6755	CTNND2	5	11957110	11024951
10404	DNAH5	5	13997589	13745038
8499	TRIO	5	14196828	14562457
11997	OTULINL	5	14634931	14664205
1951	OTULIN	5	14717856	14747952
14217	ANKH	5	14924876	14762018
2868	FBXL7	5	15553304	15992900
12912	ZNF622	5	16518894	16504628
13611	RETREG1	5	16561937	16526165
4192	MYO10	5	16989139	16718412
6704	BASP1	5	17270749	17329941
11701	CDH18	5	20017046	19508913
11695	CDH12	5	22889488	21786910
11693	CDH10	5	24680668	24522966
5759	CDH9	5	27074431	26916465
14321	CDH6	5	31229552	31360994
8015	DROSHA	5	31567925	31436925
3817	C5orf22	5	31568155	31590043
11355	PDZD2	5	31675273	32146795
7960	GOLPH3	5	32210182	32160580
12491	ZFR	5	32480601	32390213
4398	SUB1	5	32621433	32637819
14224	NPR3	5	32747296	32827576
11858	TARS	5	33476654	33503953
12622	ADAMTS12	5	33927881	33563042
2652	RXFP3	5	33972247	33974099
6351	SLC45A2	5	34020506	33987271
10339	AMACR	5	34043963	34023658
7101	C1QTNF3	5	34079074	34053721
9631	RAI14	5	34692274	34868473
12543	TTC23L	5	34875053	34935317
7190	RAD1	5	34951490	34944052
15179	BRIX1	5	34951571	34961542
4656	DNAJC21	5	34965420	34994825
10325	AGXT2	5	35083756	35033962
4668	PRLR	5	35125479	35100947
7642	SPEF2	5	35653745	35850469
9175	IL7R	5	35892747	35912678
3751	CAPSL	5	35974638	35940229
3394	UGT3A1	5	36027256	35988966
3392	UGT3A2	5	36102741	36070880
1051	LMBRD2	5	36187772	36139170
337	SKP2	5	36187945	36219902
5124	NADK2	5	36278001	36229573
10961	RANBP3L	5	36337761	36284860
13276	SLC1A3	5	36642447	36724197
11720	NIPBL	5	36912741	37101678
15895	CPLANE1	5	37249612	37142086
11217	NUP155	5	37406954	37327697
4319	WDR70	5	37415168	37788529
8094	GDNF	5	37871350	37851509
15105	EGFLAM	5	38294289	38501338
12032	LIFR	5	38631253	38515661
15016	OSMR	5	38881892	38970159
8646	RICTOR	5	39110258	38977655
11186	FYB1	5	39255424	39141114
3968	C9	5	39400412	39320764
10328	DAB2	5	39460703	39408502
5118	PTGER4	5	40715788	40729592
9224	TTC33	5	40791767	40750335
8753	PRKAA1	5	40834046	40798632
5081	RPL37	5	40871144	40861119
5708	CARD6	5	40877053	40891211
8738	C7	5	40945355	41018796
4652	MROH2B	5	41107162	41033880
8739	C6	5	41249369	41178092
3026	PLCXD3	5	41546487	41342812
4003	OXCT1	5	41906360	41765924
7944	FBXO4	5	41961112	41977427
6378	GHR	5	42459782	42757682
13219	SELENOP	5	42847781	42835739
12814	ANXA2R	5	43076098	43074939
455	NIM1K	5	43228083	43316708
12656	HMGCS1	5	43349241	43325254
6626	CCL28	5	43448229	43412504
12101	TMEM267	5	43515847	43480110
13699	C5orf34	5	43550944	43522566
1601	PAIP1	5	43592947	43562126
7917	NNT	5	43638581	43741346
7017	FGF10	5	44424541	44340853
1417	MRPS30	5	44844783	44851371
5154	HCN1	5	45731977	45297729
5693	EMB	5	49772958	49730233
3407	PARP8	5	49998569	50173933
9813	ISL1	5	50714714	50726310
6326	PELO	5	52119530	52134206
70	ITGA1	5	52119892	52285241
71	ITGA2	5	52321013	52423947
13014	MOCS2	5	52439684	52429653
9876	FST	5	52812351	52817659
1798	NDUFS4	5	52892241	53014924
4262	ARL15	5	53642160	53216370
3796	HSPB3	5	53787201	53787964
11649	SNX18	5	53849539	53851426
4064	ESM1	5	54317161	54309899
6240	GZMK	5	54355867	54365716
6235	GZMA	5	54434229	54441818
15157	GPX8	5	54491743	54496508
15469	CDC20B	5	54504760	54444579
6154	DHX29	5	54639259	54587830
5466	MTREX	5	54639372	54756562
4492	PLPP1	5	54866630	54756441
5136	SLC38A9	5	55043852	54957434
2877	DDX4	5	55069665	55148363
4352	IL31RA	5	55183090	55248738
1037	IL6ST	5	55326520	55272451
12462	ANKRD55	5	55448568	55431264
13581	SETD9	5	56240859	56248769
2626	MIER3	5	56283709	56252230
14443	GPBP1	5	56505700	56594669
518	PLK2	5	57791844	57785569
12109	GAPT	5	57823086	57827942
11985	RAB3C	5	57914695	58183162
15741	PDE4D	5	58331516	58306504
13055	DEPDC1B	5	60031713	59928496
13897	ELOVL7	5	60175799	60083379
11452	ERCC8	5	60276648	60234942
8235	NDUFAF2	5	60276797	60484609
7902	SMIM15	5	60494049	60489292
15127	KIF2A	5	61678712	61717967
4101	DIMT1	5	61735485	61720107
1166	IPO11	5	61744350	61960164
11759	HTR1A	5	63293302	63292033
410	RNF180	5	63497426	63549369
8034	SREK1IP1	5	64100252	64054268
13548	CWC27	5	64100512	64350159
14326	CENPK	5	64894751	64849348
5611	PPWD1	5	64894890	64919124
4625	TRIM23	5	64955943	64921264
15437	TRAPPC13	5	64956627	64997648
2910	SGTB	5	65053674	65001639
8434	NLN	5	65053840	65155143
7725	ERBIN	5	65258139	65412606
5287	SREK1	5	65475918	65512395
13692	CD180	5	66528368	66513871
7966	PIK3R1	5	67558217	67633403
7620	SLC30A5	5	68425573	68461635
10533	CCNB1	5	68498668	68509824
14329	CENPH	5	68521130	68541939
1409	MRPS36	5	68549342	68561739
5538	CDK7	5	68566470	68609004
7430	CCDC125	5	68664299	68612871
5296	AK6	5	68701165	68683310
3936	TAF9	5	68701596	68696326
14279	RAD17	5	68702287	68746384
13564	MARVELD2	5	68746698	68775592
11669	OCLN	5	68823874	68885887
5062	GTF2H2	5	68891824	70366706
14505	SMN1	5	69176377	70284593
5170	SERF1A	5	69356829	70250112
14503	SMN2	5	69381105	70284595
7647	NAIP	5	70356279	70300065
6778	BDP1	5	70787268	70877060
11080	MCCC2	5	70918870	70988981
7114	CARTPT	5	71050749	71052628
1621	MAP1B	5	71438890	71538609
15737	MRPS27	5	71651809	71551110
1643	PTCD2	5	71651973	71691792
1849	ZNF366	5	71839005	71774989
9966	TNPO1	5	72148253	72240529
10552	FCHO2	5	72287653	72369694
9366	TMEM171	5	72452157	72463397
9361	TMEM174	5	72499829	72506724
8690	BTF3	5	72830032	72837080
5195	FUNDC2	5	72840089	72841293
15161	ANKRA2	5	72897254	72883918
10461	UTP15	5	72897353	72913550
8516	ENC1	5	73972273	73958990
6363	HEXB	5	74016766	74052869
7224	GFM2	5	74098798	74068249
9013	NSA2	5	74098858	74108490
717	GCNT4	5	74362480	74359044
12540	HMGCR	5	74668812	74693681
4752	COL4A3BP	5	74843196	74710820
11125	POLK	5	74843336	74930889
6934	POC5	5	75044006	75006011
10500	IQGAP2	5	75734904	76039711
12423	F2RL2	5	75954996	75947063
4640	F2R	5	76047546	76067054
12424	F2RL1	5	76150609	76166895
10520	S100Z	5	76181581	76209800
3570	CRHBP	5	76284435	76301054
12195	AGGF1	5	76361987	76396791
7776	ZBED3	5	76418786	76408287
12286	PDE8B	5	76542461	76758982
13089	WDR41	5	76824088	76763825
2524	OTP	5	76970278	76960293
5297	TBCA	5	77107886	77022828
4285	AP3B1	5	77626272	77333906
11796	SCAMP1	5	77692109	77810634
13150	LHFPL2	5	77841867	77816809
6359	ARSB	5	78317522	78147295
12756	DMGDH	5	78401205	78329185
1229	BHMT2	5	78401338	78421029
11373	BHMT	5	78443438	78463863
8906	JMY	5	78609506	78653704
12213	HOMER1	5	78845456	78705542
2632	PAPD4	5	78944151	79017858
8785	CMYA5	5	79021414	79131804
5569	MTX3	5	79322841	79308309
11848	THBS4	5	79367095	79414861
12312	SERINC5	5	79587626	79442805
1364	SPZ1	5	79651598	79653414
10093	ZFYVE16	5	79739629	79810476
2111	FAM151B	5	79819555	79873962
3573	ANKRD34B	5	79901854	79888329
13207	DHFR	5	79986119	79958449
9525	MSH3	5	79986241	80208389
12938	RASGRF2	5	80292313	80557709
4767	CKMT2	5	80564937	80597972
14777	ZCCHC9	5	80633177	80644871
14040	ACOT12	5	80725712	80661838
6103	SSBP2	5	81082828	80751427
9679	ATG10	5	81303599	81586524
10679	RPS23	5	81610080	81607203
13762	TMEM167A	5	82408918	82388234
2605	XRCC4	5	82409072	82685333
15719	VCAN	5	82803338	82912737
617	HAPLN1	5	83052454	82972500
2075	EDIL3	5	83715960	83274463
12255	COX7C	5	85949539	85952337
3050	RASA1	5	86599460	86723488
8889	CCNH	5	86744592	86725838
15420	TMEM161B	5	87600421	87526780
2215	MEF2C	5	88155427	88054071
1102	CETN3	5	89741359	89725286
11314	MBLAC2	5	89806341	89789777
10556	ADGRV1	5	89890372	90495788
4362	ARRDC3	5	90714877	90700297
13158	NR2F1	5	92944798	92955540
9791	POU5F2	5	93103025	93101770
3119	FAM172A	5	93436221	92979532
14730	KIAA0825	5	93980040	93880919
7607	SLF1	5	94040329	94057327
4467	MCTP1	5	94442942	94068956
13418	FAM81B	5	94752803	94811897
9227	TTC37	5	94916438	94825879
6366	ARSK	5	94916620	94965638
3112	GPR150	5	94981735	94983040
14368	RFESD	5	95008341	95018600
12004	SPATA9	5	95044470	95014411
3806	RHOBTB3	5	95092798	95156560
6586	GLRX	5	95184137	95175430
13166	ELL2	5	95323531	95248856
12049	PCSK1	5	95794708	95751874
9713	CAST	5	96023532	96136139
10356	ERAP1	5	96169398	96137506
10355	ERAP2	5	96237965	96279394
773	LNPEP	5	96297101	96390871
11092	LIX1	5	96504195	96453329
10255	RIOK2	5	96544700	96524396
13148	RGMB	5	98132898	98160096
856	CHD1	5	98290140	98219348
3701	FAM174A	5	99899022	99950339
1734	ST8SIA4	5	100266869	100248914
5705	SLCO4C1	5	101660152	101597592
13556	SLCO6A1	5	101862590	101735552
4592	PAM	5	102229425	102393315
11822	PPIP5K2	5	102493155	102566806
13700	C5orf30	5	102622340	102642262
2434	NUDT12	5	102926389	102912455
7781	EFNA5	5	107034495	106744249
92	FBXL17	5	107731554	107241844
8045	FER	5	108111421	108551272
8661	PJA2	5	108773469	108698317
13632	MAN2A1	5	109053054	109231328
9930	SLC25A46	5	110102652	110126381
6808	TSLP	5	110435288	110441622
3176	WDR36	5	110455768	110490556
12175	CAMK4	5	110587980	110848645
9173	STARD4	5	110876056	110861920
11151	NREP	5	111120854	111092891
3781	EPB41L4A	5	111782638	111528597
297	APC	5	112101482	112209834
10832	SRP19	5	112224891	112231502
11890	REEP5	5	112285789	112242242
6835	DCP2	5	112340331	112384565
5024	MCC	5	112658201	112389427
12488	TSSK1B	5	112798565	112796573
5271	YTHDC2	5	112877308	112958878
9861	KCNN2	5	113725914	113860096
12820	TRIM36	5	114544142	114488365
14634	PGGT1B	5	114626449	114575475
187	CCDC112	5	114659864	114631233
13504	FEM1C	5	114908490	114884506
11901	TMED7	5	114989595	114977101
4332	CDO1	5	115180304	115168330
9687	ATG12	5	115205398	115195175
12438	AP3S1	5	115205517	115277675
15294	LVRN	5	115326169	115391199
11750	COMMD10	5	115448625	115656877
13484	SEMA6A	5	115937990	115809344
3075	DTWD2	5	118352139	118203134
11607	DMXL1	5	118435083	118612721
5986	TNFAIP8	5	118719448	118758192
11210	HSD17B4	5	118816123	118905923
7165	PRR16	5	119827917	120050861
8133	FTMT	5	121215548	121216420
12106	SRFBP1	5	121325583	121391468
712	LOX	5	121441853	121429917
3627	ZNF474	5	121493113	121517164
7497	SNCAIP	5	121675831	121827648
7414	SNX2	5	122138648	122193699
3464	SNX24	5	122209098	122372150
6801	PPIC	5	122400324	122386976
796	CEP120	5	122753573	122709533
2824	CSNK1G3	5	122876039	122979047
12334	ZNF608	5	124108704	124000508
15766	GRAMD2B	5	125786999	125857945
14748	ALDH7A1	5	125958756	125908347
1170	PHAX	5	125964531	125988540
1890	TEX43	5	125995312	125999873
2638	LMNB1	5	126140731	126200608
9357	MARCH3	5	126394145	126233451
15851	MEGF10	5	126654513	126824807
5292	PRRC1	5	126881246	126918671
3439	SLC12A2	5	127447381	127553278
2965	FBN2	5	127901195	127621627
5282	SLC27A6	5	128329111	128397233
3749	ISOC1	5	128458362	128477620
12627	ADAMTS19	5	128824001	129100971
15531	CHSY3	5	129268063	129550225
12842	HINT1	5	130528935	130522882
2800	LYRM7	5	130534575	130564929
7133	CDC42SE2	5	130723085	130754683
3604	RAPGEF6	5	130998828	130789502
3961	FNIP1	5	131160608	131005306
12801	ACSL6	5	131357845	131317510
5802	IL3	5	131424245	131426795
10350	CSF2	5	131437383	131439758
10077	P4HA2	5	131590458	131556211
11063	PDLIM4	5	131621285	131637046
15148	SLC22A4	5	131658043	131707796
15149	SLC22A5	5	131733342	131759204
12773	C5orf56	5	131774571	131825958
3444	IRF1	5	131854333	131846678
5800	IL5	5	131907113	131905034
12596	RAD50	5	131920528	132007492
2651	IL13	5	132021763	132024700
10848	KIF3A	5	132101117	132059867
4536	CCNI2	5	132111035	132117755
14659	SEPT8	5	132140966	132119595
411	SOWAHA	5	132177177	132180377
12147	SHROOM1	5	132189901	132185910
9765	GDF9	5	132228124	132225179
8594	UQCRQ	5	132230240	132231277
15799	LEAP2	5	132235912	132238286
5702	AFF4	5	132327181	132244243
9099	ZCCHC10	5	132390136	132361690
12022	HSPA4	5	132415560	132468608
6879	FSTL4	5	132976122	132562055
13125	C5orf15	5	133332377	133319100
12629	VDAC1	5	133368332	133335505
12347	TCF7	5	133478300	133511818
5486	SKP1	5	133540583	133520467
8881	PPP2CA	5	133589849	133560046
